"FEATURE_ID","RT","PEPMASS","CCS","SIGMA_SCORE","NAME_METABOSCAPE","MOLECULAR_FORMULA","ADDUCT","KEGG","CAS","MaxIntensity","Condition_QC_MeanIntensity","Condition_BLANK_MeanIntensity","Condition_Control_MeanIntensity","Condition_Treatment_MeanIntensity","QC_1_07-Aug-24_10149","QC_1_07-Aug-24_10161","QC_1_07-Aug-24_10173","QC_1_07-Aug-24_10185","QC_1_07-Aug-24_10192","QC_1_08-Aug-24_10204","QC_1_08-Aug-24_10216","B9_PBS_1_08-Aug-24_10218","B9_PBS_2_08-Aug-24_10219","B9_PBS_3_08-Aug-24_10220","B9_PBS_4_08-Aug-24_10221","B9_DMSO_1_08-Aug-24_10223","B9_DMSO_2_08-Aug-24_10224","B9_DMSO_3_08-Aug-24_10225","B9_DMSO_4_08-Aug-24_10226","QC_1_08-Aug-24_10228","B9_Comp_1_08-Aug-24_10235","B9_Comp_2_08-Aug-24_10236","B9_Comp_3_08-Aug-24_10237","B9_Comp_4_08-Aug-24_10238","QC_1_08-Aug-24_10240","QC_1_08-Aug-24_10252","QC_1_08-Aug-24_10266","QC_1_08-Aug-24_10278","QC_1_09-Aug-24_10290","QC_1_09-Aug-24_10302","QC_1_09-Aug-24_10314","QC_1_09-Aug-24_10328","QC_1_09-Aug-24_10335","QC_1_09-Aug-24_10347","QC_1_09-Aug-24_10359","B9_PBS_1_09-Aug-24_10361","B9_PBS_2_09-Aug-24_10362","B9_PBS_3_09-Aug-24_10363","B9_PBS_4_09-Aug-24_10364","B9_DMSO_1_10-Aug-24_10366","B9_DMSO_2_10-Aug-24_10367","B9_DMSO_3_10-Aug-24_10368","B9_DMSO_4_10-Aug-24_10369","QC_1_10-Aug-24_10371","B9_Comp_1_10-Aug-24_10378","B9_Comp_2_10-Aug-24_10379","B9_Comp_3_10-Aug-24_10380","B9_Comp_4_10-Aug-24_10381","QC_1_10-Aug-24_10383","QC_1_10-Aug-24_10395","QC_1_10-Aug-24_10407","QC_1_10-Aug-24_10419","QC_1_10-Aug-24_10431","QC_1_10-Aug-24_10443","QC_1_10-Aug-24_10455","QC_1_11-Aug-24_10467","QC_1_11-Aug-24_10474","QC_1_11-Aug-24_10486","QC_1_11-Aug-24_10498","B9_PBS_1_11-Aug-24_10500","B9_PBS_2_11-Aug-24_10501","B9_PBS_3_11-Aug-24_10502","B9_PBS_4_11-Aug-24_10503","B9_DMSO_1_11-Aug-24_10505","B9_DMSO_2_11-Aug-24_10506","B9_DMSO_3_11-Aug-24_10507","B9_DMSO_4_11-Aug-24_10508","QC_1_11-Aug-24_10510","B9_Comp_1_11-Aug-24_10517","B9_Comp_2_12-Aug-24_10522","B9_Comp_3_12-Aug-24_10523","B9_Comp_4_12-Aug-24_10524","QC_1_12-Aug-24_10526","QC_1_12-Aug-24_10538","QC_1_12-Aug-24_10550","QC_1_12-Aug-24_10562","QC_1_13-Aug-24_10574"
354,286.79,671.44629,259.8586,,,,ION=[M+H]+,,,17206.61,10123.59,6658.57,12131.84,12904.47,9570.67,10923.58,12453.64,8674.08,10380.01,8715.14,10480.22,8017.27,7392.84,6925.56,6080.28,9663.24,11251.91,17206.61,12575.75,10241.59,14135.50,15828.08,14172.04,14968.89,10477.07,9079.94,8412.44,10913.63,10734.09,9103.68,9510.08,10690.91,11051.86,10688.13,9353.93,7035.97,6755.70,5775.08,5015.53,8865.73,12428.44,15092.18,11253.26,10101.92,10187.42,9738.03,13669.73,11381.38,11034.17,11534.85,10677.26,10865.99,10153.43,10176.05,10290.10,10305.87,9360.21,8406.19,9022.43,5322.16,6375.35,8888.09,6319.05,9441.06,11036.65,13838.03,12929.23,10591.23,13244.44,11085.53,12648.75,13793.80,9585.17,11403.73,9620.03,10012.60,9976.80
355,288.19,430.22298,204.45563,,,,ION=[M+H]+,,,1203.24,0.00,0.00,0.00,673.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1203.24,1014.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,720.45,726.23,928.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1047.43,783.95,723.62,938.71,0.00,0.00,0.00,0.00,0.00
356,291.07,174.11587,141.28476,11.081,"3-[Ethyl(phenyl)amino]propanenitrile","C11H14N2",ION=[M+H]+,,,5187.66,4275.98,4372.06,4383.58,4257.85,4422.00,3513.09,4734.70,3948.41,4926.74,4477.80,4106.23,4612.26,3539.79,4521.56,4615.35,4631.09,4935.04,4018.56,4852.34,3711.24,4991.88,3732.87,3864.35,4316.45,4349.11,4519.48,4255.20,4645.48,4709.52,4040.72,3472.48,3840.04,4244.17,4606.50,4453.04,4381.23,4328.76,4568.18,4312.45,3676.95,3609.84,4794.72,4397.05,4647.26,4154.42,4036.93,5187.66,4542.06,4667.33,3937.03,3924.13,4636.28,4147.57,4847.61,4101.73,3909.02,4120.25,4729.43,3849.84,4776.02,3830.75,4643.22,4335.11,4630.43,4227.25,4600.13,4229.60,4481.65,4134.28,4248.26,4170.94,3714.05,4586.70,4697.06,3716.19,3499.99,4736.18
357,291.34,189.95903,131.233,32.568,"2.4-Dichlorobenzoic acid","C7H4Cl2O2",ION=[M+H]+,,"50-84-0",8775.73,6407.38,6454.10,6395.95,6432.77,6720.48,6408.03,6832.21,5963.56,6551.20,5172.51,6140.73,6052.88,6274.28,6263.01,5890.88,6389.41,6819.27,6230.52,6072.91,6583.01,6251.71,5532.49,5704.00,6127.08,6018.27,5983.78,7700.31,6724.31,6394.88,6619.97,5538.35,5065.03,5947.12,6784.57,8775.73,6532.36,6785.28,6996.65,6648.94,7017.15,6464.62,6757.15,6096.94,6899.73,6526.66,6504.76,5893.39,6430.08,5955.73,5465.90,6031.12,6784.11,6183.44,6472.08,6961.63,6624.68,6470.30,7521.37,5721.73,6610.93,6235.70,7157.91,6000.37,6103.83,6529.57,6316.34,5953.74,6762.44,7330.16,6370.65,6723.32,7798.93,6282.70,6009.83,6443.80,6214.56,6343.99
358,291.53,333.28852,205.83101,,,,ION=[M+H]+,,,4691.12,1916.26,0.00,2926.95,2866.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2306.45,1597.53,3066.88,3514.58,0.00,2534.71,2525.45,3038.93,1947.46,0.00,0.00,2041.36,2429.17,1945.57,2715.34,2952.18,1791.24,2106.17,2819.49,2391.16,0.00,0.00,0.00,0.00,2914.63,2179.91,3642.65,3793.24,2943.64,3275.36,2689.67,4134.16,2707.20,3260.92,3483.71,2733.64,3119.72,2776.67,2927.75,2739.71,2443.29,2791.36,2345.32,3019.42,0.00,0.00,0.00,0.00,2671.83,1845.87,2898.71,4691.12,2919.27,3559.23,2696.54,2598.97,2687.03,2118.05,3069.85,2223.85,1916.08,2877.59
359,291.64,687.29775,303.23694,,,,ION=[M+H+H]2+,,,6565.31,2976.90,0.00,3991.25,2063.80,2646.12,2084.42,2932.50,3046.14,2778.42,3535.21,3367.49,0.00,0.00,0.00,0.00,4002.11,2627.54,6565.31,4340.46,2567.59,3544.47,2754.90,2288.91,559.34,2784.37,3354.72,2807.45,3410.15,2781.26,3490.51,2248.93,2342.09,3023.11,3360.25,2675.84,0.00,0.00,0.00,0.00,3780.94,1346.47,5963.12,3839.72,2450.61,3634.41,963.54,1627.75,34.53,2903.47,3640.78,4025.95,3198.94,3173.13,3528.56,4331.44,2184.22,3192.29,2007.42,3437.78,0.00,0.00,0.00,0.00,3511.17,1602.51,5829.16,4486.51,3249.54,4387.00,1552.96,2617.69,800.10,1732.67,2449.80,2286.69,3983.39,3132.09
360,294.08,578.26672,232.8794,,,,ION=[M+H]+,,,9242.90,0.00,0.00,0.00,5311.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7973.02,6232.96,4275.26,4336.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9242.90,4328.26,6041.92,4013.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6800.60,3784.85,4147.05,2557.50,0.00,0.00,0.00,0.00,0.00
361,296.15,431.09842,188.52065,,,,ION=[M+H]+,,,11632.06,0.00,9320.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9937.56,11632.06,7561.87,8738.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9079.17,11015.62,9745.50,9739.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8494.25,9761.96,7541.75,8595.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
362,296.25,541.22167,205.28458,,,,ION=[M+H]+,,,8161.52,5104.66,5786.36,5791.74,5229.95,5771.30,5056.93,5209.31,4792.86,5329.58,4738.19,5138.50,5127.66,4619.07,5336.82,4618.24,4856.03,5660.39,4822.68,4490.89,4432.17,4355.57,4491.22,4926.02,4272.50,4905.92,5519.77,5385.36,4884.48,5376.36,4820.42,5040.34,0.00,3738.25,7234.69,6997.66,6620.33,7108.03,6899.41,7052.52,6201.61,6804.79,8161.52,6940.54,6454.37,5924.74,6996.59,5700.37,6678.50,6747.94,5046.95,4177.38,5874.70,5590.65,4868.19,4588.64,5514.88,4398.16,5139.61,5328.29,5720.09,5379.73,5323.70,5630.71,5280.86,4912.05,5545.48,5824.08,4945.79,5160.37,4302.35,5070.65,4880.48,5250.00,5640.22,5069.84,5197.06,4667.72
363,296.51,546.17609,202.39223,,,,ION=[M+H]+,,,4284.23,2771.99,2761.67,2842.42,2746.80,3051.10,3480.16,2633.16,2445.96,2585.99,2872.01,2740.46,2963.61,2299.43,2179.42,2885.62,2300.29,2492.47,3279.99,3291.84,2985.56,2514.88,3373.24,3222.62,3381.91,3349.37,2663.03,3297.92,2875.51,3338.02,3484.72,4284.23,0.00,0.00,2410.85,2209.14,2801.06,2929.22,2107.16,2570.40,2331.04,2965.31,2437.85,2866.05,2611.53,2284.09,2768.59,2470.48,3309.32,2688.06,2940.53,3111.39,2824.03,3041.34,2407.64,3761.57,2394.54,2455.57,3285.41,3283.25,3419.34,3177.75,3023.66,2783.34,2850.45,2984.88,3249.46,3059.37,2866.24,2779.95,2418.33,2076.10,2362.15,2361.87,3043.75,3057.64,2946.30,2775.77
364,297.23,286.13408,179.12167,,,,ION=[M+H]+,,,1870.29,273.66,1279.17,1242.72,1099.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1243.34,0.00,1670.00,1321.37,1331.47,1717.96,1493.22,979.97,0.00,1511.94,1446.31,1086.17,0.00,0.00,0.00,0.00,1414.07,0.00,0.00,0.00,0.00,0.00,1406.54,1552.42,1658.52,1409.42,1242.21,1374.29,1231.05,0.00,1406.40,1812.00,1213.86,1349.94,1315.05,1701.84,1668.39,0.00,0.00,875.87,1250.08,0.00,0.00,0.00,1207.07,0.00,0.00,0.00,1570.98,1237.97,1362.51,1259.42,1614.68,0.00,1870.29,1455.58,0.00,1501.71,1608.23,0.00,0.00,0.00,0.00,0.00,0.00,1205.55
365,298.07,687.46442,262.60904,,,,ION=[M+H]+,,,89197.40,44721.63,18425.46,59082.94,68710.03,36492.69,37567.82,52768.02,54755.66,51535.00,46108.25,41228.76,22952.94,17726.09,21628.79,19856.79,43841.45,56625.91,89197.40,73209.13,39394.95,77953.84,72314.14,72198.92,72693.38,45864.34,48806.74,52342.84,43171.06,50751.55,38402.74,48351.45,38637.80,52475.13,43948.48,0.00,14647.43,18661.13,21117.67,16481.00,40294.78,57407.26,66094.45,52404.08,43250.00,76168.50,54852.76,76062.53,63634.29,52742.18,46998.60,46368.98,48852.18,48797.80,47152.90,49518.23,45024.36,41672.78,43515.26,44569.00,14065.40,17384.98,20999.15,15584.16,48177.61,58729.90,69657.29,53356.08,47379.68,65408.11,67291.66,65570.69,60371.56,41447.49,47900.46,41892.37,49436.27,45578.39
366,298.61,183.12589,167.6363,,,,ION=[M+H]+,,,50621.50,27789.04,13694.94,35025.39,36671.20,22473.50,22688.87,29221.85,23914.72,27229.11,25119.34,29561.39,13490.13,13826.98,18240.92,16410.92,26492.33,32120.34,43652.04,33511.39,31289.46,34047.03,39954.07,41372.92,33680.25,30241.86,26289.48,30930.29,28464.61,34157.04,26909.36,34503.70,22323.22,32936.77,23095.17,33561.75,16208.39,0.00,15722.88,13935.08,32041.68,30096.73,46954.10,40764.43,25889.12,50621.50,33136.85,47662.68,0.00,0.00,33262.46,27232.01,33736.29,34103.04,31023.99,31473.76,33669.35,36629.34,26563.24,29300.38,11954.28,14701.77,17705.47,12142.51,26267.48,34518.77,33798.39,40086.98,24072.59,41946.30,43922.38,39011.10,34699.35,17424.85,25423.46,29817.70,29142.64,24518.81
367,298.66,439.10424,192.03835,,,,ION=[M+H]+,,,7039.44,0.00,3502.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3689.25,3527.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2986.48,5873.02,4517.70,3832.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3471.39,7039.44,3760.74,3327.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
368,298.93,549.10575,211.32513,,,,ION=[M+H]+,,,13498.73,0.00,8916.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5124.78,5259.12,4573.63,7719.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9380.47,9564.91,7148.08,11390.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11333.60,12753.99,9247.22,13498.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
369,299.03,274.11884,164.74542,,,,ION=[M+H]+,,,1435.48,748.01,624.39,280.67,461.32,0.00,1059.23,0.00,0.00,1095.84,649.66,1145.07,911.03,1201.36,0.00,0.00,0.00,0.00,0.00,995.57,913.13,0.00,1435.48,911.12,0.00,908.99,705.75,974.62,1145.17,946.18,1083.47,855.69,1076.33,0.00,1059.94,1186.56,0.00,0.00,1050.32,635.56,0.00,0.00,0.00,0.00,0.00,923.12,0.00,0.00,0.00,875.47,0.00,0.00,1153.36,712.21,847.20,1213.64,944.11,1197.50,0.00,888.09,842.53,695.14,1272.26,884.51,0.00,1007.48,1365.05,0.00,0.00,0.00,1314.03,0.00,952.04,953.95,1314.39,1039.19,752.22,979.33
370,299.39,608.12335,222.5373,,,,ION=[M+H]+,,,21068.79,0.00,9732.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4365.57,8892.15,5926.35,5012.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7388.28,18041.06,9664.52,7797.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8803.82,21068.79,11564.37,8264.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
371,299.86,576.18739,208.1403,,,,ION=[M+H]+,,,8246.47,2466.51,3902.19,2528.43,2259.78,4733.46,4103.98,3937.80,3506.86,0.00,4568.31,3568.40,3305.06,3724.95,3855.36,4326.27,2677.36,4849.92,4145.85,3747.64,3973.23,3629.08,5481.29,4802.91,0.00,3932.27,3064.89,5069.00,4477.33,3773.80,5566.25,4342.49,0.00,0.00,0.00,3247.58,3459.00,4097.50,4257.02,4062.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8246.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3895.31,3883.99,4093.93,3680.60,4037.69,3926.07,3282.28,3364.99,4003.14,4270.02,4208.39,4957.62,0.00,0.00,0.00,0.00,5440.82,3265.56,4648.03,4052.94
372,299.97,679.31325,254.4581,,,,ION=[M+H]+,,,41546.99,0.00,0.00,0.00,33342.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41546.99,40734.29,32505.02,35205.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38205.95,22048.56,38927.06,35125.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35764.49,22231.48,35576.18,22243.19,0.00,0.00,0.00,0.00,0.00
373,300.01,571.23178,210.29286,,,,ION=[M+H]+,,,5938.22,3510.22,4040.46,4490.52,3745.92,3063.16,3407.33,4064.46,3434.91,4584.50,5463.56,2505.89,3849.66,2919.85,3005.13,5137.79,4333.96,4107.64,1623.79,3291.31,3636.97,5198.15,4501.79,4085.68,3442.49,3636.45,2835.13,4727.81,3688.44,3985.44,3415.51,4664.82,0.00,0.00,2768.61,3900.15,5147.89,4614.31,5068.84,4679.70,5137.58,5938.22,5679.85,3552.85,4468.26,3765.40,4337.32,5289.38,5469.81,4838.99,2878.53,2870.42,3609.19,3966.36,2878.65,3254.67,3355.17,4362.12,3661.52,4219.45,3825.60,3424.12,3491.02,3321.67,5221.50,5148.49,5169.08,4681.96,4422.94,4706.13,0.00,4154.86,0.00,2853.35,3338.03,3961.75,3386.36,3769.28
374,300.96,407.23908,191.62262,,,,ION=[M+H]+,,,2453.07,0.00,0.00,0.00,1159.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,961.11,1143.75,0.00,1767.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1567.27,1288.84,1640.64,2453.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1555.14,1530.80,0.00,0.00,0.00,0.00,0.00
375,301.28,513.35095,215.80649,,,,ION=[M+H]+,,,3867.09,2555.62,2337.64,2572.44,1997.22,3308.69,2406.99,2363.05,2674.72,2556.71,2249.62,2550.17,2116.29,2397.23,2701.36,2089.85,2451.03,2479.74,2112.12,2208.52,2693.52,3497.23,2830.07,2418.28,2448.16,2547.73,2819.37,2562.37,2358.61,2679.20,2511.25,3867.09,1929.85,2558.10,2274.38,2322.75,2472.95,2084.25,2100.72,2660.34,2339.26,2807.54,2659.39,2676.98,2579.53,2356.00,2326.26,2860.82,2777.08,2696.11,2375.56,2812.43,2273.04,2360.20,2399.95,2669.04,2327.79,2637.58,2452.80,2644.13,2367.03,2532.65,2213.46,2315.56,2259.96,2741.92,3523.52,2609.24,2729.10,2452.74,0.00,0.00,0.00,2267.28,2336.76,2624.21,2648.72,2489.61
376,301.36,499.37174,211.83148,,,,ION=[M+H]+,,,31792.72,27256.67,26181.39,27808.63,27022.50,28405.36,30959.79,26420.31,26828.61,28094.04,24637.24,25346.19,25793.21,26566.13,27657.33,27620.38,27124.85,30690.10,27094.44,28130.75,28997.63,28480.65,28166.47,28852.89,28950.32,29503.09,29491.92,31792.72,30184.58,26511.21,30069.41,24954.66,16000.93,28818.98,25041.56,23946.76,24231.86,24660.35,24406.29,24920.89,25746.68,26682.74,25884.35,25982.24,27364.59,26755.10,28502.99,27709.29,27710.97,26294.57,27188.21,26953.34,27340.41,28659.86,27158.11,29132.39,26456.24,27154.72,26522.94,27416.88,26568.81,27135.16,28378.66,26237.66,28191.31,28950.34,30891.03,28334.71,27471.42,28485.96,22711.35,24383.67,23560.33,23740.92,27581.96,28455.01,29261.84,28338.40
377,303.95,325.14564,179.68588,,,,ION=[M+H]+,,,3079.87,2082.19,0.00,1269.12,1608.71,2123.70,2075.64,1502.91,2649.79,2141.25,2162.60,1585.23,0.00,0.00,0.00,0.00,1379.97,975.24,2098.83,2016.02,2673.34,1423.86,1916.29,1773.31,1268.88,1727.66,2078.68,1782.37,1822.90,1707.91,2278.65,2387.97,885.78,2080.13,1803.93,2558.69,0.00,0.00,0.00,0.00,0.00,1084.63,1498.56,0.00,2356.83,1524.40,1459.82,1616.27,1207.10,2242.86,2336.94,2246.48,1830.23,2927.14,2135.20,1853.91,1633.21,3079.87,1794.41,2008.88,0.00,0.00,0.00,0.00,1374.70,1224.42,1758.18,1818.86,2554.30,2287.18,1550.38,1686.68,1590.30,1941.27,2007.19,2025.93,2058.62,1978.47
378,304.49,206.02496,145.14967,,,,ION=[M+H]+,,,2416.21,1018.22,939.45,1544.85,1088.69,1618.37,1855.61,1453.42,0.00,0.00,0.00,1924.12,0.00,0.00,1585.05,0.00,1439.88,1998.85,1762.22,0.00,1479.98,2163.47,1582.09,843.37,0.00,1765.14,1964.14,1560.20,1786.08,0.00,1495.64,1911.53,1244.65,1424.81,1883.45,1898.74,1883.57,420.38,1710.98,1605.76,1982.70,2378.13,0.00,2224.24,0.00,1603.26,0.00,2190.79,0.00,0.00,0.00,1411.43,0.00,1789.92,0.00,0.00,0.00,2030.10,2416.21,1705.69,1723.46,775.05,1569.08,0.00,1296.19,1372.43,2394.33,1689.25,0.00,1613.51,0.00,1456.92,1610.86,0.00,0.00,1283.55,0.00,1771.42
379,306.11,493.24971,212.96689,,,,ION=[M+H]+,,,19840.58,0.00,0.00,0.00,14622.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19840.58,18093.76,16063.51,18471.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15633.62,9708.78,15767.24,13876.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13401.77,10043.77,12928.17,11639.26,0.00,0.00,0.00,0.00,0.00
380,306.61,430.08556,186.84483,,,,ION=[M+H]+,,,1964.37,0.00,1172.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,799.13,1421.52,594.17,1096.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1064.79,1964.37,1144.75,1363.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,957.87,1784.48,841.54,1031.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
381,307.89,521.24552,219.19933,,,,ION=[M+H]+,,,10147.79,0.00,0.00,0.00,7353.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7713.25,9419.38,0.00,6753.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10147.79,8412.18,9277.48,7499.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9447.22,7559.51,7609.88,4405.38,0.00,0.00,0.00,0.00,0.00
382,308.88,383.18117,193.07863,,,,ION=[M+H]+,,,3900.82,0.00,2423.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1534.87,2146.69,2000.47,1501.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1570.72,3127.34,3261.17,2007.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2252.91,3900.82,3274.72,2501.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
383,309.23,451.12341,196.1241,,,,ION=[M+H]+,,,17640.82,0.00,10523.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3450.89,5396.18,7078.21,3692.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7789.91,14579.23,13275.25,10042.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11307.24,17638.20,17640.82,14390.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
384,309.84,413.32529,214.91393,,,,ION=[M+H]+,,,2274.44,1349.52,0.00,0.00,99.66,0.00,0.00,0.00,0.00,1692.00,0.00,1635.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1300.78,1740.33,1901.06,1459.37,1705.05,1850.21,1323.73,1517.43,1639.79,1853.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2274.44,0.00,0.00,0.00,0.00,1519.86,1886.27,1749.41,1324.55,2031.13,2057.79,1150.39,1626.22,1516.86,1645.75,1550.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1917.03,0.00,0.00,1195.87,0.00,1373.80,1812.43,1755.78,1493.43,1628.22
385,310.12,442.10287,190.29375,,,,ION=[M+H]+,,,3077.39,0.00,2190.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2566.27,2491.19,1541.89,1797.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1556.29,2619.20,2330.74,2685.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1926.42,3077.39,1976.64,1721.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
