"FEATURE_ID","RT","PEPMASS","CCS","SIGMA_SCORE","NAME_METABOSCAPE","MOLECULAR_FORMULA","ADDUCT","KEGG","CAS","MaxIntensity","Condition_QC_MeanIntensity","Condition_BLANK_MeanIntensity","Condition_Control_MeanIntensity","Condition_Treatment_MeanIntensity","QC_1_07-Aug-24_10149","QC_1_07-Aug-24_10161","QC_1_07-Aug-24_10173","QC_1_07-Aug-24_10185","QC_1_07-Aug-24_10192","QC_1_08-Aug-24_10204","QC_1_08-Aug-24_10216","B9_PBS_1_08-Aug-24_10218","B9_PBS_2_08-Aug-24_10219","B9_PBS_3_08-Aug-24_10220","B9_PBS_4_08-Aug-24_10221","B9_DMSO_1_08-Aug-24_10223","B9_DMSO_2_08-Aug-24_10224","B9_DMSO_3_08-Aug-24_10225","B9_DMSO_4_08-Aug-24_10226","QC_1_08-Aug-24_10228","B9_Mena_1_08-Aug-24_10230","B9_Mena_2_08-Aug-24_10231","B9_Mena_3_08-Aug-24_10232","B9_Mena_4_08-Aug-24_10233","QC_1_08-Aug-24_10240","QC_1_08-Aug-24_10252","QC_1_08-Aug-24_10266","QC_1_08-Aug-24_10278","QC_1_09-Aug-24_10290","QC_1_09-Aug-24_10302","QC_1_09-Aug-24_10314","QC_1_09-Aug-24_10328","QC_1_09-Aug-24_10335","QC_1_09-Aug-24_10347","QC_1_09-Aug-24_10359","B9_PBS_1_09-Aug-24_10361","B9_PBS_2_09-Aug-24_10362","B9_PBS_3_09-Aug-24_10363","B9_PBS_4_09-Aug-24_10364","B9_DMSO_1_10-Aug-24_10366","B9_DMSO_2_10-Aug-24_10367","B9_DMSO_3_10-Aug-24_10368","B9_DMSO_4_10-Aug-24_10369","QC_1_10-Aug-24_10371","B9_Mena_1_10-Aug-24_10373","B9_Mena_2_10-Aug-24_10374","B9_Mena_3_10-Aug-24_10375","B9_Mena_4_10-Aug-24_10376","QC_1_10-Aug-24_10383","QC_1_10-Aug-24_10395","QC_1_10-Aug-24_10407","QC_1_10-Aug-24_10419","QC_1_10-Aug-24_10431","QC_1_10-Aug-24_10443","QC_1_10-Aug-24_10455","QC_1_11-Aug-24_10467","QC_1_11-Aug-24_10474","QC_1_11-Aug-24_10486","QC_1_11-Aug-24_10498","B9_PBS_1_11-Aug-24_10500","B9_PBS_2_11-Aug-24_10501","B9_PBS_3_11-Aug-24_10502","B9_PBS_4_11-Aug-24_10503","B9_DMSO_1_11-Aug-24_10505","B9_DMSO_2_11-Aug-24_10506","B9_DMSO_3_11-Aug-24_10507","B9_DMSO_4_11-Aug-24_10508","QC_1_11-Aug-24_10510","B9_Mena_1_11-Aug-24_10512","B9_Mena_2_11-Aug-24_10513","B9_Mena_3_11-Aug-24_10514","B9_Mena_4_11-Aug-24_10515","QC_1_12-Aug-24_10526","QC_1_12-Aug-24_10538","QC_1_12-Aug-24_10550","QC_1_12-Aug-24_10562","QC_1_13-Aug-24_10574"
1047,141.69,143.07357,124.62786,3.088,"6-Methylquinoline","C10H9N",ION=[M+H]+,,"91-62-3",19760.97,7951.36,0.00,9450.41,12976.01,7664.61,8509.69,8013.09,7576.35,7831.58,8628.54,9297.07,0.00,0.00,0.00,0.00,8406.01,7569.34,13722.78,14189.98,7154.20,16341.19,14563.30,14870.37,19760.97,7278.31,8260.10,5466.94,8431.02,5100.54,8902.18,7288.84,8491.69,7958.82,7532.41,8930.13,0.00,0.00,0.00,0.00,5512.75,6535.06,9793.79,11310.25,8131.50,10927.44,9005.92,11331.25,11395.48,7617.03,8210.27,8374.90,8186.32,8551.81,9384.35,7573.46,8171.39,9084.73,6936.83,7203.99,0.00,0.00,0.00,0.00,7259.68,8398.61,9175.50,11531.21,8500.76,12191.02,10518.40,12881.49,11925.35,7356.92,8830.33,8899.36,6879.25,7991.04
1048,142.72,198.03498,131.57077,12.129,"2-[(3-Methoxyphenyl)sulfanyl]acetic acid","C9H10O3S",ION=[M+H]+,,"3996-32-5",27210.76,8920.16,20059.48,5659.84,17961.16,0.00,0.00,0.00,0.00,0.00,13083.55,0.00,17791.34,15448.28,24875.60,16119.58,0.00,0.00,0.00,10360.80,0.00,12528.85,15449.55,16970.77,20825.30,0.00,11553.22,10531.17,11675.12,0.00,11991.14,12259.26,12401.39,10960.96,12178.34,15898.13,17489.19,16850.59,22748.71,19726.48,0.00,9358.60,0.00,10547.07,13468.49,10863.69,15608.62,18659.03,18391.58,12959.64,10466.81,11014.99,13266.09,13220.69,13664.86,13608.23,10866.05,12486.43,10676.89,11734.91,23207.22,20933.18,23079.47,22444.09,11168.44,13730.47,0.00,12752.65,11301.42,14006.66,17961.91,27057.20,27210.76,0.00,13024.96,12893.66,10367.40,12492.02
1049,142.84,198.03515,138.74036,,,,ION=[M+H]+,,,171552.27,65060.42,117402.39,46822.58,106662.20,55729.09,57850.64,61466.41,69627.30,70096.54,69075.44,85353.82,116429.82,91820.11,144270.63,106388.90,46715.28,32976.41,24655.63,61598.14,54838.73,64052.94,97205.46,111285.32,110612.68,62329.34,63744.04,57935.52,64449.11,37167.69,73488.75,65832.00,56828.87,67533.03,68205.76,86645.84,108655.65,85213.17,157077.05,100820.25,46520.96,46774.17,18707.90,55902.74,70390.99,74957.84,88293.46,117246.46,106726.53,60519.21,67978.02,53589.74,72554.41,74514.15,71982.18,70195.94,62934.37,73949.22,58444.12,63257.91,131304.83,93054.64,157946.01,115847.65,52994.84,72633.45,27282.80,75108.63,62339.75,76674.07,100800.77,160538.60,171552.27,60909.21,61206.32,64442.52,68514.54,61315.10
1050,142.99,215.06159,186.42691,,,,ION=[M+H]+,,,6100.62,1475.33,3347.54,1297.60,1741.30,1650.75,1245.22,1526.67,1528.01,1413.26,0.00,1622.67,3345.57,2596.30,0.00,0.00,1477.86,1322.12,852.70,811.24,1816.93,1274.41,1790.94,2228.59,0.00,1504.61,1593.78,1503.49,1280.33,1333.92,1649.28,1323.50,2190.61,1769.26,1530.76,1690.83,4827.35,3250.48,4184.15,4577.96,1507.12,1626.89,1016.07,1048.92,1441.66,1412.73,0.00,2978.23,2238.39,1764.60,1433.98,1157.04,1931.49,1331.61,1651.61,1594.56,1682.75,1279.04,2030.53,0.00,3338.76,4124.06,6100.62,3825.18,1707.72,1567.37,984.41,1648.81,1690.34,1893.64,2308.09,2623.12,2147.41,1483.87,1601.71,1436.87,1458.47,1443.16
1051,143.02,215.06146,201.60728,,,,ION=[M+H]+,,,100445.63,6967.90,54822.68,4426.43,18857.62,5585.96,4794.99,7506.89,7623.84,7643.87,7916.05,6795.09,48862.90,23902.66,67687.67,38716.77,4025.92,2726.50,170.46,4093.72,7372.22,4471.61,11648.81,23563.30,20304.09,8095.48,6963.46,6615.86,7412.70,5703.62,7131.21,7561.24,2572.79,4782.51,6559.46,7813.52,50604.28,34239.38,68937.46,52039.86,5856.96,2935.00,0.00,3199.77,7408.33,6883.91,12927.63,23710.59,20056.76,8068.29,8286.96,6287.13,7266.87,8871.56,8950.40,7926.85,6332.92,7417.25,5948.90,7325.33,67383.41,48078.57,100445.63,56973.59,10076.50,10110.53,2252.77,7669.05,7269.85,12742.71,19095.74,36884.41,34001.83,5359.51,7797.78,7003.48,7276.20,6563.77
1052,143.70,145.05284,128.05452,15.908,"OXYQUINOLINE","C9H7NO",ION=[M+H]+,"C19434","148-24-3",13548.67,5153.29,0.00,5832.41,8442.78,4174.01,4408.47,5429.79,5389.59,6176.43,4890.18,5179.69,0.00,0.00,0.00,0.00,6773.49,5248.99,7915.65,8192.49,5276.13,10639.65,11208.25,8539.39,13548.67,5645.16,4711.42,4693.62,5032.83,3842.05,4453.43,4200.35,4866.30,5597.66,4982.24,7667.29,0.00,0.00,0.00,0.00,5077.36,5322.02,6206.84,6648.32,6237.71,8753.39,9154.32,9479.50,8786.45,4931.88,5506.08,5338.68,5386.31,6030.38,6418.85,5264.59,5738.11,6172.45,5650.80,4852.88,0.00,0.00,0.00,0.00,4811.66,5269.39,2242.82,6279.95,1981.57,2721.54,2698.16,7886.63,7897.40,4361.53,5120.62,5401.91,5028.23,4632.60
1053,143.84,215.06189,161.327,1.234,"2-(4-methoxyphenyl)sulfonylethanamine","C9H13NO3S",ION=[M+H]+,,"854248-46-7",731501.43,117647.35,442879.17,77751.26,232554.64,99121.97,99644.97,116395.56,111977.06,110413.58,124869.85,131412.76,354127.70,211788.22,438445.29,310059.42,99177.65,79877.92,66523.72,92526.04,106957.89,123107.16,215936.75,227300.91,316758.41,112386.76,116884.56,111901.80,105315.79,99122.56,145936.16,108889.46,90099.06,118286.52,99152.32,201982.18,424854.77,296063.07,587073.46,449281.96,61575.57,64287.65,26094.86,81172.72,125731.72,124970.68,174327.21,286367.43,224398.09,120078.46,129386.19,91283.44,158464.62,148338.46,133767.43,107532.14,123023.79,129744.11,111884.16,106602.71,560496.36,424504.55,731501.43,526353.75,75254.40,120174.46,55962.95,110387.23,136340.86,125212.75,210349.31,391329.57,370597.36,79777.47,121195.60,101516.83,114816.91,102716.38
1054,146.31,312.24878,199.28146,,,,ION=[M+H]+,,,2146.11,1035.20,1647.82,537.97,1271.81,1315.86,1567.62,1351.09,1577.57,0.00,1515.24,0.00,1511.23,2146.11,1906.69,1480.82,1484.68,0.00,1231.47,0.00,1405.05,1501.35,1273.79,1583.12,1415.34,0.00,1409.80,1858.46,1539.84,1665.40,0.00,1623.99,0.00,1173.78,1445.26,0.00,1144.29,1803.35,1303.53,1170.49,1262.07,0.00,0.00,1139.79,1287.57,1518.02,1674.30,0.00,1596.25,1579.91,1368.19,1579.24,1553.37,1350.09,1507.85,1436.21,1358.81,1382.74,1388.01,1492.49,1796.28,1674.96,1819.39,2016.74,0.00,0.00,1337.65,0.00,0.00,0.00,1326.08,1552.76,1820.67,0.00,1569.11,0.00,0.00,0.00
1055,152.33,260.13708,165.0794,11.379,"Gamma-Glu-Leu","C11H20N2O5",ION=[M+H]+,,"2566-39-4",22594.41,6912.80,0.00,9607.54,17263.74,5922.54,5815.73,6164.40,6743.51,7001.52,8189.20,7368.63,0.00,0.00,0.00,0.00,9377.64,8206.81,13464.53,12204.28,6769.28,20481.64,18786.29,19835.72,22594.41,7569.77,6329.89,7154.96,7996.29,6420.07,7804.65,6778.46,5227.46,6623.85,6785.22,7967.48,0.00,0.00,0.00,0.00,8262.78,8274.58,9161.93,9757.33,6502.97,15726.11,14986.95,15333.12,15892.99,7483.97,7770.85,7193.38,6885.17,7903.13,6430.58,7564.65,7869.70,6479.27,7239.56,6563.44,0.00,0.00,0.00,0.00,6885.26,9704.07,9555.41,10435.80,6515.16,14361.50,16695.69,15874.92,16595.51,6919.45,6879.52,6625.36,6402.47,5912.03
1056,160.57,226.16828,149.72437,,,,ION=[M+H]+,,,3797.27,2433.51,2412.34,2434.43,2973.29,3319.01,3111.30,3089.45,2587.39,3051.41,2971.76,2724.19,3067.95,3240.37,2568.59,0.00,3532.51,2827.48,3062.65,2654.76,3021.93,2870.85,3298.00,3571.66,3295.96,2974.37,2881.28,3632.22,2723.08,3092.20,3201.96,3797.27,0.00,2383.56,2755.50,3217.46,2558.66,2612.47,2886.37,3048.72,2701.67,2889.28,2678.65,0.00,2616.87,2648.48,2742.52,2878.17,2913.52,0.00,3267.34,3036.00,2821.88,3095.39,3362.35,2422.39,0.00,2700.64,2893.31,0.00,3098.83,3183.27,0.00,2682.89,2817.91,3253.16,2795.09,0.00,3336.30,3018.16,2852.06,2801.84,2788.28,0.00,2863.20,3088.90,0.00,0.00
1057,161.62,319.07405,170.56128,,,,ION=[M+H]+,,,13567.45,0.00,0.00,1470.93,8341.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1679.72,2711.51,2098.94,0.00,0.00,9401.01,10989.12,13567.45,5247.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1631.90,2817.24,2063.46,0.00,0.00,7912.71,9503.20,11315.03,5497.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2923.80,1724.64,0.00,0.00,6458.31,7271.31,8672.12,4267.21,0.00,0.00,0.00,0.00,0.00
1058,161.21,132.06900,123.947624,NA,"4-Methyl-1H-benzimidazole","C8H8N2",ION=[M+H]+,,"4887-83-6",2760.62,2032.60,2073.56,2113.47,2056.30,1899.99,2538.69,2153.14,1848.16,2127.75,2053.73,1524.76,2025.77,1713.25,2159.34,2117.05,1940.30,2369.53,1860.80,1984.21,2710.98,2253.05,2159.54,1738.63,1654.40,2240.06,1882.56,1885.24,2113.46,0.00,2021.99,1868.80,2109.70,2500.64,2028.28,2104.57,2116.66,2578.54,1978.15,2408.71,1819.93,2093.86,2393.03,1809.99,2405.37,1975.01,2137.29,1908.97,2016.61,2116.70,1634.15,1971.64,2550.09,2175.16,2299.97,2696.30,1522.12,2343.23,1912.53,2095.04,1803.25,1625.30,2479.80,1876.90,2398.78,2050.03,2295.76,2345.39,2426.15,2760.62,2012.33,2200.32,1858.83,1594.72,1855.42,1874.45,1945.93,2174.76
1059,163.73,232.08803,154.41534,11.399,"Methyl 3-[(2-methyl-1,3-thiazolidin-4-yl)formamido]propanoate","C9H16N2O3S",ION=[M+H]+,,"105292-70-4",24480.81,9485.39,0.00,14927.28,8981.20,7891.56,9659.69,9708.20,9497.39,9002.00,10165.02,10369.68,0.00,0.00,0.00,0.00,13014.71,10371.95,16128.28,22580.02,9464.82,9933.61,10001.43,12021.04,14543.97,9581.01,8654.03,8822.48,9774.29,8887.38,10919.15,10446.18,5323.91,9543.68,8165.67,9056.00,0.00,0.00,0.00,0.00,10682.39,8403.51,16407.26,20924.05,10026.75,6738.38,5006.82,6818.55,9183.01,9075.68,11166.35,9478.37,8295.69,10534.36,10161.39,11038.10,11217.12,10637.32,9325.55,9146.86,0.00,0.00,0.00,0.00,10771.50,10325.53,15037.30,24480.81,9384.95,7087.12,6282.85,9256.25,10901.37,8708.56,8613.04,8871.92,10630.22,9714.87
1060,163.90,282.16779,165.74979,,,,ION=[M+H]+,,,7991.62,3114.87,5813.62,4160.90,5001.04,3182.33,2965.73,2540.07,3237.22,2757.11,3236.02,3360.76,7538.45,6423.63,4666.59,6854.61,3769.67,3628.58,3318.15,4571.71,2693.52,4720.86,4935.11,7991.62,3748.87,3673.39,3022.75,3433.14,3971.96,2774.14,3249.11,3388.74,2548.42,3042.84,2360.41,3028.92,5739.30,7010.23,3921.75,6412.60,3863.61,4915.72,4086.57,5405.45,2947.13,4660.38,4171.80,6757.43,3226.22,2824.28,3461.49,3017.57,3103.98,2973.66,3991.39,3096.61,3468.59,3615.17,2867.16,2583.24,5473.14,6307.11,4055.06,5360.97,3308.78,4551.92,3561.88,4948.73,3914.16,4092.52,4843.30,7456.51,3407.85,3177.02,3050.10,2839.66,2837.53,3015.01
1061,163.63,318.10420,263.93835,,,,ION=[M+H+H]2+,,,31035.31,6954.00,0.00,8265.51,18855.44,6158.22,6273.95,6632.60,6498.30,7299.16,7796.28,7331.24,0.00,0.00,0.00,0.00,7354.27,9985.28,8448.52,7393.29,6603.26,16529.38,16586.01,31035.31,19011.96,9260.19,7464.63,7962.85,7113.27,5160.57,6033.69,8320.42,5545.72,6475.47,6153.91,6951.87,0.00,0.00,0.00,0.00,5858.47,11272.87,7488.64,6744.54,7097.03,15816.24,16194.59,24833.93,14554.38,8205.06,7559.40,6878.12,6780.36,7119.80,7080.52,7361.62,7596.23,6457.81,5651.67,7441.15,0.00,0.00,0.00,0.00,7253.85,9561.37,7932.73,9892.27,5776.34,17191.21,15019.02,24984.02,14509.27,6753.20,6942.81,6863.19,8508.34,6189.61
1062,163.55,264.14718,167.45425,,,,ION=[M+H]+,,,10267.73,5566.74,0.00,7472.61,4901.31,5569.37,5403.52,4945.37,6488.41,5727.87,5753.41,5411.50,0.00,0.00,0.00,0.00,7102.96,5466.49,9519.61,10267.73,5503.28,6289.47,5712.83,5313.97,7168.82,5071.56,6100.42,4611.45,5434.08,5013.34,5953.18,5816.04,5044.99,4982.14,6078.90,6296.69,0.00,0.00,0.00,0.00,6683.48,6043.78,8732.43,8066.37,5071.45,4253.65,3050.73,4482.98,3818.51,6683.07,6203.48,5398.34,6175.46,5784.67,6047.19,5366.06,5621.93,5527.60,5943.92,4733.50,0.00,0.00,0.00,0.00,6194.64,6217.60,6651.69,8724.57,5479.13,4232.94,3576.96,5761.09,5153.77,3892.15,5053.21,5916.20,6032.13,5834.33
1063,164.98,224.10149,144.22212,,,,ION=[M+H]+,,,2068.84,853.52,1713.81,791.04,1001.12,0.00,810.27,1016.50,0.00,1232.58,1036.39,1049.40,1921.52,1884.29,1887.91,2068.84,1167.18,0.00,1296.94,777.35,838.86,1191.03,879.67,960.00,1346.15,0.00,867.56,983.11,1042.74,894.44,1018.20,1167.40,0.00,737.85,791.25,824.07,1234.21,2005.96,1510.09,1605.76,568.23,924.73,755.59,526.43,1013.36,768.95,909.58,823.92,726.63,698.24,1152.10,955.65,885.22,923.16,942.59,802.03,927.84,714.92,1020.24,744.03,1477.65,1531.01,1917.28,1521.26,780.60,979.43,1040.95,675.01,915.36,989.52,1115.15,1093.32,1209.47,839.90,1371.98,1147.17,998.34,1217.43
1064,163.87,511.12575,213.61234,,,,ION=[M+H]+,,,18030.87,0.00,0.00,0.00,14144.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14039.62,14916.28,17786.54,18030.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12619.31,12195.11,15042.95,12306.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10856.71,12598.15,15979.76,13357.88,0.00,0.00,0.00,0.00,0.00
1065,166.10,384.08146,183.6807,,,,ION=[M+H]+,,,462099.48,32730.52,368377.45,37416.97,49542.71,31398.39,31805.87,31875.29,32935.99,36433.57,33516.70,33793.27,368487.72,429145.72,298432.78,462099.48,37980.44,37635.16,47328.88,38840.92,29228.74,57198.39,63075.60,63001.89,43695.21,35150.41,31572.86,34208.94,36739.48,31263.90,35863.72,35986.36,23551.42,28457.29,30585.41,32288.31,328561.48,422966.17,295485.85,433020.81,30563.54,37647.88,40729.84,32733.57,38170.43,40852.82,44325.47,55771.44,31807.23,34736.75,33875.17,31885.27,31641.23,34782.97,32933.53,33409.83,33229.58,35058.31,29809.43,33308.81,325430.91,403701.24,283655.97,369541.22,31564.49,44474.58,34726.43,34777.95,32769.91,50949.97,46022.83,58917.77,38893.92,26529.11,32031.34,32936.09,32624.40,34641.08
1066,166.40,479.02762,280.27216,,,,ION=[M+H+H]2+,,,8383.11,0.00,5157.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5520.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6463.27,8383.11,5946.49,8157.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8178.45,7861.77,3935.81,7438.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1067,171.71,368.08647,179.24242,,,,ION=[M+H]+,,,170478.81,104884.13,0.00,123146.02,66255.68,94754.76,95489.98,108134.68,113722.35,103954.46,101356.71,114654.76,0.00,0.00,0.00,0.00,109659.01,107449.36,170478.81,141638.82,102494.46,86109.49,67941.06,85787.11,86621.77,113160.55,105980.37,94386.45,103746.78,103410.00,111579.44,119952.29,89818.24,97825.89,99982.26,105509.15,0.00,0.00,0.00,0.00,97931.08,99303.51,158372.84,114928.90,118523.92,58470.73,38695.50,61651.83,49686.18,109350.22,101647.21,113159.46,110269.60,105752.46,106442.70,104565.99,109153.63,102375.90,97539.43,104862.11,0.00,0.00,0.00,0.00,98869.04,106199.69,141468.19,131452.94,100416.21,63018.57,50347.76,76983.43,69754.80,88213.65,111781.28,93862.98,110211.08,112671.23
1068,171.92,416.10992,184.31305,,,,ION=[M+H-H2O]+,,,108100.20,0.00,74242.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77771.53,84633.58,57469.31,108100.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63515.52,80670.05,52193.39,104563.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62548.70,68971.30,43522.80,86945.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1069,171.54,145.05303,125.29316,24.075,"4-formyl Indole","C9H7NO",ION=[M+H]+,,"1074-86-8",6593.23,0.00,0.00,5290.49,3816.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5572.26,5769.84,6576.15,4657.74,0.00,4779.93,3808.88,3713.13,4060.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4623.65,6593.23,4933.46,4273.46,0.00,3782.46,3022.33,3979.57,2978.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5198.03,4450.62,5443.25,5394.25,0.00,4231.13,3607.65,4564.07,3265.49,0.00,0.00,0.00,0.00,0.00
1070,172.22,347.06307,170.25606,13.259,"Adenosine monophosphate","C10H14N5O7P",ION=[M+H]+,"C00020","61-19-8",12370.91,8940.07,0.00,9060.10,7433.11,5509.85,6532.16,6600.00,7875.06,7636.89,7513.09,6282.41,0.00,0.00,0.00,0.00,6991.50,6172.50,8687.40,9544.43,6974.79,6376.19,6882.70,6156.38,8443.24,9393.32,7943.10,8211.09,10951.92,10999.75,10788.94,8933.19,8141.28,9896.64,9973.81,10117.03,0.00,0.00,0.00,0.00,7101.36,8374.79,9384.12,10853.91,11744.55,6124.56,7058.88,8128.14,7399.66,10982.51,11817.76,9396.07,8543.33,8085.55,9685.67,9188.54,9669.41,10282.14,8735.14,8645.89,0.00,0.00,0.00,0.00,8388.87,9245.15,11606.24,12370.91,10421.19,8531.75,7540.66,8857.54,7697.68,8088.57,8447.03,9469.39,8721.17,8584.50
1071,172.42,301.09852,171.19414,,,,ION=[M+H]+,,,8962.37,0.00,0.00,3255.09,4047.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3646.88,2787.21,4310.80,0.00,0.00,0.00,6429.93,8962.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5529.38,3273.07,4096.60,0.00,0.00,3920.01,5436.68,7706.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3715.44,3527.18,3700.60,4473.98,0.00,3115.14,3115.67,6833.94,3048.79,0.00,0.00,0.00,0.00,0.00
1072,172.65,393.17826,190.77498,,,,ION=[M+H]+,,,372960.22,256088.92,303287.60,281261.98,271269.04,206060.32,260283.29,272918.42,273771.66,224984.22,264563.99,261804.72,365052.14,292841.54,290234.14,293037.43,238820.25,272450.93,372960.22,350617.57,264436.93,292198.40,301180.92,337171.55,313267.43,249632.90,220082.88,249934.56,269579.78,248528.08,277223.48,264033.29,225721.13,253077.95,263452.53,274656.88,298712.08,313018.71,328496.42,295816.33,217388.52,270952.47,329674.91,259592.16,284633.13,238827.08,236772.61,233291.70,222771.93,259039.20,256068.51,275915.74,257961.55,265273.08,275234.00,255482.06,265755.32,243442.37,219356.47,259215.50,268481.55,292743.42,329647.37,271370.04,219535.28,277127.25,294353.84,271670.37,274123.35,241372.31,248631.22,299059.13,290684.18,217303.61,237627.98,280867.50,268150.30,255093.47
1073,172.75,347.06297,157.34071,,,,ION=[M+H]+,,,6077.88,4355.81,0.00,4436.59,3955.86,3067.75,3781.02,3001.66,3924.35,4354.01,3889.06,3491.13,0.00,0.00,0.00,0.00,3331.40,3415.17,4136.51,4410.53,4100.79,2369.47,3137.34,3739.95,5885.24,4465.84,3973.52,4111.40,4790.89,4780.10,3934.76,5239.40,3560.09,4813.27,3660.12,4486.21,0.00,0.00,0.00,0.00,2812.96,3666.84,5405.13,5603.65,4278.99,3640.07,2969.93,4158.03,3395.51,5082.88,6040.89,5121.66,5529.42,5421.05,4363.48,5229.18,4849.09,4600.07,3143.97,4426.49,0.00,0.00,0.00,0.00,5234.62,3772.60,5371.77,6077.88,5744.99,5102.30,4248.44,3858.11,4965.98,3127.01,4393.46,3708.25,4682.45,3996.07
1074,173.85,226.16804,149.05634,9.849,"N-Cyclohexyl-N'-(tetrahydro-2-furanylmethyl)urea","C12H22N2O2",ION=[M+H]+,,"203450-55-9",5088.63,3689.02,3961.37,3600.78,3724.54,4602.02,3969.33,4174.94,3632.89,3288.32,3245.29,2929.78,3885.33,4140.22,3589.76,4094.19,3501.51,3560.42,3144.94,3935.89,3994.73,4355.00,3969.54,4259.45,4171.34,3521.57,3895.79,4200.00,3852.23,4204.42,3990.69,3981.39,3489.91,4344.47,3047.83,0.00,3220.89,3768.35,3823.80,3751.68,4078.17,3621.74,3520.81,2922.96,3360.42,3802.09,3842.23,3493.35,3865.78,3966.33,3660.21,3618.79,3774.66,4397.53,3995.66,4015.24,3611.73,3320.46,3446.88,3300.82,4059.82,3820.26,5088.63,4293.55,3948.33,3417.50,3861.38,3695.65,4817.62,4269.27,4546.85,4119.54,0.00,3654.09,3755.48,3788.17,4150.13,3494.01
1075,174.80,412.11268,186.45328,,,,ION=[M+H]+,,,20044.90,0.00,14015.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11217.33,14948.09,10185.77,19863.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12220.65,15981.70,11360.40,20044.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10344.42,15994.77,9900.55,16124.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1076,174.17,264.14726,164.41905,31.406,"N-Valylphenylalanine","C14H20N2O3",ION=[M+H]+,,"75946-40-6",7026.97,4565.01,0.00,3943.41,4919.35,0.00,3451.14,2992.34,4398.15,4410.97,4052.65,3850.53,0.00,0.00,0.00,0.00,3747.75,4470.13,0.00,4337.41,3697.90,5592.27,4913.51,4783.28,5810.69,4060.92,5049.60,5573.11,4864.46,5040.81,5121.07,5211.32,4425.35,5020.15,4027.34,4415.69,0.00,0.00,0.00,0.00,3811.77,5335.76,3814.54,4918.50,5890.12,4717.96,4437.98,5452.90,4653.28,4398.33,6325.83,4716.78,4177.30,5654.29,7026.97,4361.08,4620.78,4521.27,5739.58,3983.74,0.00,0.00,0.00,0.00,4350.71,4075.65,5182.93,3275.77,5341.94,3787.96,4098.04,5703.50,5080.77,5017.36,4317.37,3728.27,5022.16,4398.72
