"FEATURE_ID","RT","PEPMASS","CCS","SIGMA_SCORE","NAME_METABOSCAPE","MOLECULAR_FORMULA","ADDUCT","KEGG","CAS","MaxIntensity","Condition_QC_MeanIntensity","Condition_BLANK_MeanIntensity","Condition_Control_MeanIntensity","Condition_Treatment_MeanIntensity","QC_1_07-Aug-24_10149","QC_1_07-Aug-24_10161","QC_1_07-Aug-24_10173","QC_1_07-Aug-24_10185","QC_1_07-Aug-24_10192","QC_1_08-Aug-24_10204","QC_1_08-Aug-24_10216","B9_PBS_1_08-Aug-24_10218","B9_PBS_2_08-Aug-24_10219","B9_PBS_3_08-Aug-24_10220","B9_PBS_4_08-Aug-24_10221","B9_DMSO_1_08-Aug-24_10223","B9_DMSO_2_08-Aug-24_10224","B9_DMSO_3_08-Aug-24_10225","B9_DMSO_4_08-Aug-24_10226","QC_1_08-Aug-24_10228","B9_Mena_1_08-Aug-24_10230","B9_Mena_2_08-Aug-24_10231","B9_Mena_3_08-Aug-24_10232","B9_Mena_4_08-Aug-24_10233","QC_1_08-Aug-24_10240","QC_1_08-Aug-24_10252","QC_1_08-Aug-24_10266","QC_1_08-Aug-24_10278","QC_1_09-Aug-24_10290","QC_1_09-Aug-24_10302","QC_1_09-Aug-24_10314","QC_1_09-Aug-24_10328","QC_1_09-Aug-24_10335","QC_1_09-Aug-24_10347","QC_1_09-Aug-24_10359","B9_PBS_1_09-Aug-24_10361","B9_PBS_2_09-Aug-24_10362","B9_PBS_3_09-Aug-24_10363","B9_PBS_4_09-Aug-24_10364","B9_DMSO_1_10-Aug-24_10366","B9_DMSO_2_10-Aug-24_10367","B9_DMSO_3_10-Aug-24_10368","B9_DMSO_4_10-Aug-24_10369","QC_1_10-Aug-24_10371","B9_Mena_1_10-Aug-24_10373","B9_Mena_2_10-Aug-24_10374","B9_Mena_3_10-Aug-24_10375","B9_Mena_4_10-Aug-24_10376","QC_1_10-Aug-24_10383","QC_1_10-Aug-24_10395","QC_1_10-Aug-24_10407","QC_1_10-Aug-24_10419","QC_1_10-Aug-24_10431","QC_1_10-Aug-24_10443","QC_1_10-Aug-24_10455","QC_1_11-Aug-24_10467","QC_1_11-Aug-24_10474","QC_1_11-Aug-24_10486","QC_1_11-Aug-24_10498","B9_PBS_1_11-Aug-24_10500","B9_PBS_2_11-Aug-24_10501","B9_PBS_3_11-Aug-24_10502","B9_PBS_4_11-Aug-24_10503","B9_DMSO_1_11-Aug-24_10505","B9_DMSO_2_11-Aug-24_10506","B9_DMSO_3_11-Aug-24_10507","B9_DMSO_4_11-Aug-24_10508","QC_1_11-Aug-24_10510","B9_Mena_1_11-Aug-24_10512","B9_Mena_2_11-Aug-24_10513","B9_Mena_3_11-Aug-24_10514","B9_Mena_4_11-Aug-24_10515","QC_1_12-Aug-24_10526","QC_1_12-Aug-24_10538","QC_1_12-Aug-24_10550","QC_1_12-Aug-24_10562","QC_1_13-Aug-24_10574"
165,75.84,692.15477,232.59387,,,,ION=[M+H]+,,,7143.10,4215.73,0.00,4834.25,1639.54,4474.14,4221.06,4413.09,3839.24,4669.26,3493.36,4140.39,0.00,0.00,0.00,0.00,2841.89,3058.43,4496.62,5212.54,4479.59,1142.29,897.50,1882.87,1599.82,3558.04,3452.55,4390.90,4572.13,4614.83,5299.70,4723.73,3529.97,4523.04,3894.78,0.00,0.00,0.00,0.00,0.00,3555.57,3926.97,5124.31,6995.44,4779.49,1391.20,911.75,1840.94,2006.69,4086.43,4912.39,4929.62,3883.84,4148.07,4525.03,3701.24,4010.59,4868.88,3799.61,4473.02,0.00,0.00,0.00,0.00,5376.05,4216.92,6063.13,7143.10,6605.79,2229.72,0.00,2666.91,3104.79,3796.05,4439.13,4306.86,4327.42,4098.82
166,76.32,460.20317,201.30414,,,,ION=[M+H]+,,,65643.66,47093.22,0.00,52735.85,43968.36,42346.21,45910.83,52835.45,46171.43,43944.36,45926.15,44699.74,0.00,0.00,0.00,0.00,47140.97,52163.42,65643.66,61396.75,51435.66,48716.65,48434.62,54676.92,45891.11,48349.07,47305.70,52115.77,55759.38,65036.99,48182.41,58169.95,39273.12,45599.98,44856.82,34349.65,0.00,0.00,0.00,0.00,45006.43,48775.32,61139.11,48317.04,44080.66,39533.02,38426.95,38992.48,38697.13,46488.04,45697.32,49548.06,43488.46,49609.29,47116.49,54547.27,47932.18,42261.11,42260.48,44582.89,0.00,0.00,0.00,0.00,45805.21,46876.69,58194.29,52371.30,46616.72,42855.37,43334.37,44506.50,43555.18,46221.05,46448.22,43690.61,45133.89,44457.84
167,109.91,189.98812,133.48993,,,,ION=[M+H]+,,,901.12,178.10,180.86,158.38,505.62,0.00,0.00,0.00,601.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,594.25,656.67,605.35,549.06,0.00,0.00,733.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,751.29,0.00,0.00,0.00,0.00,688.05,0.00,0.00,0.00,645.15,820.26,0.00,0.00,901.12,567.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,615.44,0.00,0.00,792.87,0.00,631.44,746.00,642.84,0.00,569.72,0.00,745.00,591.02,853.38,496.32,0.00,0.00,528.98,771.42,630.75,0.00
168,116.96,252.11077,159.63174,1.777,"Ser Phe","C12H16N2O4",ION=[M+H]+,,,15481.78,8037.93,0.00,9244.83,5902.78,8159.33,7089.95,8882.68,8014.88,7561.68,8293.91,7898.96,0.00,0.00,0.00,0.00,7018.07,6661.78,9858.75,15481.78,8048.94,7454.05,7566.38,6239.21,8704.56,8076.63,7591.43,8092.72,9703.85,6807.85,8619.72,9518.06,6764.47,7811.45,6942.16,8560.96,0.00,0.00,0.00,0.00,6325.86,6821.89,8257.18,14147.55,7043.87,6033.87,5618.56,4311.32,5848.77,8044.63,8101.27,8195.01,7034.03,8847.84,8403.56,8450.08,9024.29,7197.08,9192.53,8778.24,0.00,0.00,0.00,0.00,6047.07,8118.34,7668.83,14530.92,7245.68,5252.43,1232.73,5461.97,7109.46,7555.45,6535.33,7559.98,8467.77,9287.25
169,142.36,134.07331,142.28223,,,,ION=[M+H]+,,,8501.87,3535.85,5704.58,3141.22,5265.35,2357.89,2600.59,2053.71,3083.26,2278.73,3381.19,3390.37,5372.65,4166.56,4818.70,4331.89,2597.36,2358.92,2111.29,3312.46,3495.13,3289.54,4552.09,4904.20,6271.94,3228.97,3643.03,3223.55,3187.58,2810.39,3770.72,3281.67,3609.39,3833.09,4007.81,5215.27,5885.11,5739.49,6796.57,4248.08,3249.59,3351.81,2131.25,3577.08,4597.25,3881.33,5110.55,6087.57,5582.26,3659.91,4953.76,3399.83,4261.02,3962.03,3914.27,3405.43,3799.33,4019.35,3374.08,3779.08,7127.09,5965.83,8501.87,5501.08,4322.32,4506.70,2379.73,3796.18,4234.06,3631.06,4581.79,7645.30,7646.52,3401.58,3817.20,3132.11,3539.18,3124.59
170,142.63,166.00890,140.83218,,,,ION=[M+H]+,,,14845.57,5675.74,10437.09,3419.98,9336.96,4416.41,4786.32,5384.25,4979.28,6317.01,6620.58,7676.98,10001.54,6496.33,10661.50,8742.49,4240.96,3575.60,2385.19,3671.71,5208.79,6850.50,8407.41,8769.42,9597.69,7182.30,4768.55,4418.18,6150.76,3325.05,6863.30,5388.48,6230.68,5290.41,5366.83,5736.62,9641.33,9251.59,10279.87,7305.32,0.00,3571.74,1120.25,3987.66,7254.61,6146.74,7362.01,8970.70,8275.42,5841.15,6614.13,4459.67,5389.63,6687.82,7263.34,5625.22,6714.42,4333.74,5481.25,5631.53,12552.61,12039.64,13427.29,14845.57,4930.27,5762.80,1979.48,5814.11,4418.44,7724.04,11276.55,14214.66,14448.34,5555.73,5710.30,5642.43,4770.53,6497.85
171,142.77,204.08980,200.6949,,,,ION=[M+H]+,,,18961.37,6347.00,0.00,6698.21,12518.05,5844.74,5923.81,6743.44,6560.00,5624.94,7707.94,6459.95,0.00,0.00,0.00,0.00,7419.13,7000.42,6313.15,7891.77,6907.06,11704.16,13290.34,17258.65,18961.37,8133.11,6806.23,5310.17,6524.95,4512.94,6902.49,6328.20,4040.73,4901.36,5811.29,6800.95,0.00,0.00,0.00,0.00,5628.60,5149.04,6021.25,6999.73,8116.50,6630.07,10555.08,11267.83,11845.83,6281.75,6672.75,6199.81,6432.45,6230.29,6530.24,6410.12,6317.49,7119.55,6873.83,5748.00,0.00,0.00,0.00,0.00,6448.01,6859.78,5855.31,8792.35,6199.61,8414.20,10588.68,14379.24,15321.17,5855.73,6379.43,6081.66,6512.05,7033.31
172,143.13,266.12664,162.52243,11.910,"Thr Phe","C13H18N2O4",ION=[M+H]+,,,15510.83,9300.59,0.00,9156.26,9581.36,8374.97,8011.30,11607.92,8942.32,9057.57,8996.83,11010.53,0.00,0.00,0.00,0.00,8505.93,9012.93,10168.81,15510.83,8234.67,9920.01,15321.35,8562.28,11918.45,8976.27,9467.56,8695.82,9522.22,7047.36,9711.67,9694.29,8361.06,8323.01,7722.66,11708.52,0.00,0.00,0.00,0.00,6598.56,8930.50,8152.92,10249.56,9117.54,7860.64,8478.15,9497.79,7773.79,9695.03,8274.15,8943.21,11058.48,11817.62,9992.24,9945.58,9070.20,10522.88,10471.22,9747.33,0.00,0.00,0.00,0.00,6054.18,9405.80,7775.05,9510.01,8311.66,8309.71,8180.32,9213.34,9940.45,8744.31,7933.57,8840.17,9091.81,9078.08
173,143.57,117.05803,119.23057,7.670,"Indole","C8H7N",ION=[M+H]+,"C00463","120-72-9",13180.73,5456.53,0.00,5822.13,7517.52,5416.40,5449.02,5713.43,5880.30,5165.80,5324.35,5732.04,0.00,0.00,0.00,0.00,6986.08,6806.24,8539.50,10989.97,5781.30,10425.42,11322.62,9805.65,13180.73,6238.57,4577.85,4289.57,6031.16,3853.94,6318.93,5507.90,4896.58,5138.03,4969.19,7070.38,0.00,0.00,0.00,0.00,4259.14,5608.75,6974.49,6406.86,5953.61,7206.33,7144.07,8600.30,7617.22,6033.88,5800.29,5305.48,7025.66,5803.52,4502.34,6293.22,6514.59,4955.90,4609.39,5294.02,0.00,0.00,0.00,0.00,1538.73,5900.08,2852.78,3002.96,2692.09,3709.66,2980.87,3725.55,4491.84,5005.94,5437.63,5019.03,6206.67,6083.79
174,144.24,427.06972,185.80919,,,,ION=[M+H]+,,,4777.15,0.00,0.00,0.00,2762.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1288.45,2101.01,2483.04,1994.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2185.97,2446.84,3341.84,2464.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2568.07,2801.74,4695.71,4777.15,0.00,0.00,0.00,0.00,0.00
175,152.52,230.16295,160.27663,8.806,"Val Leu","C11H22N2O3",ION=[M+H]+,,,7967.33,5386.11,0.00,5167.51,5669.00,4969.40,4959.59,6234.33,5286.27,5181.54,5700.98,5143.82,0.00,0.00,0.00,0.00,5788.85,4460.42,5090.91,5862.39,5387.03,5564.16,7235.83,6610.28,7967.33,6200.67,4727.62,6148.38,5503.42,3988.21,6195.34,6470.38,4309.46,4505.28,4505.35,6260.58,0.00,0.00,0.00,0.00,4681.62,4254.88,5855.51,5318.58,5195.68,5007.31,4755.22,5516.59,5120.56,6262.99,6626.10,4295.45,5756.68,6133.84,5257.22,5109.67,5744.96,4503.04,5199.41,4913.90,0.00,0.00,0.00,0.00,5042.89,4890.50,5675.11,5088.48,4749.62,5030.15,4615.02,5058.91,5546.63,5191.14,6339.30,4621.88,6674.42,5033.21
176,155.58,229.07745,159.42474,,,,ION=[M+H]+,,,185393.56,317.45,149347.30,310.72,2978.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135854.47,97907.07,145531.64,163074.28,0.00,0.00,0.00,0.00,0.00,2131.56,1870.92,3547.76,4062.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1428.16,1517.97,0.00,150040.55,114862.48,144728.23,185393.56,0.00,0.00,0.00,0.00,0.00,1615.65,1936.90,4034.95,3982.86,0.00,0.00,1522.22,1546.07,1591.05,0.00,0.00,0.00,1394.63,0.00,1287.26,177862.80,128271.85,167787.78,180852.92,2140.31,1588.34,0.00,0.00,1458.32,2093.34,1732.41,5264.41,3466.87,0.00,0.00,0.00,0.00,0.00
177,157.76,257.10845,165.398,3.346,"2-(Aminomethyl)-4-(tert-butyl)-6-(methylsulfonyl)phenol","C12H19NO3S",ION=[M+H]+,,"88041-40-1",87874.23,0.00,62075.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37818.17,39251.54,56917.01,54987.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49165.24,51797.30,76641.25,65093.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66764.77,72441.50,87874.23,86153.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,159.28,633.32335,280.9676,,,,ION=[M+H+H]2+,,,6052.73,3809.78,0.00,1199.87,4163.08,3525.99,0.00,3269.44,4360.85,4180.77,3404.90,3946.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3972.44,4168.62,4113.66,4138.86,3853.67,6052.73,4073.93,3271.83,3380.36,4183.75,3090.12,4637.37,4985.20,4151.11,3692.68,3046.73,5313.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3812.76,4237.85,4175.02,3845.84,3374.69,4749.35,4786.93,3848.93,3179.08,4471.63,3728.07,5218.98,4123.25,3545.76,4286.59,3795.78,4196.80,0.00,0.00,0.00,0.00,0.00,0.00,2492.51,4120.76,4889.16,3883.70,3721.47,4061.28,3986.70,3097.88,3060.40,3377.84,4303.36,2130.28
179,161.48,1478.73812,467.60016,,,,ION=[M+H+H2]3+,,,6697.53,2504.43,0.00,2130.01,4660.51,0.00,2566.44,2291.05,2648.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2387.68,4285.52,0.00,0.00,5465.77,4999.55,4176.50,6697.53,2934.61,0.00,0.00,0.00,3058.41,3600.99,4261.75,2743.09,2858.09,4323.67,3897.98,0.00,0.00,0.00,0.00,0.00,3645.50,5355.01,3525.90,4503.87,4614.89,4181.13,5465.79,3333.49,4003.00,3756.49,3019.12,3341.15,3958.01,3616.06,3534.33,0.00,3503.10,4695.90,2729.53,0.00,0.00,0.00,0.00,0.00,2215.00,4145.48,0.00,3832.03,4653.44,3603.55,4091.84,4642.64,0.00,3214.38,3234.64,3968.76,2568.85
180,161.99,243.09271,158.70518,10.892,"N-Isobutyl-4-methoxybenzenesulfonamide","C11H17NO3S",ION=[M+H]+,,"172738-60-2",37129.99,0.00,27421.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18382.06,17264.98,23830.08,24650.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26139.66,24651.38,30429.30,28610.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30244.44,31936.64,37129.99,35792.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,163.71,364.11185,177.20093,,,,ION=[M+H]+,,,8815.82,2395.28,0.00,3319.44,5981.59,2315.54,2346.02,2183.19,2334.36,2996.47,2114.25,2976.75,0.00,0.00,0.00,0.00,2758.84,2860.26,5963.97,3192.93,2373.31,6856.76,6142.55,8378.08,5349.09,1692.65,2537.56,2948.81,2435.28,2057.44,2516.55,2671.83,1069.55,2202.90,2334.14,2579.02,0.00,0.00,0.00,0.00,1278.06,2031.70,4423.97,3553.78,3092.04,4522.19,4011.82,8759.70,3727.03,2828.60,2388.17,3103.66,2292.99,2348.06,1753.52,2250.83,2792.72,2872.23,2582.28,2304.19,0.00,0.00,0.00,0.00,1696.68,2708.17,4322.87,5042.06,2754.03,4834.52,4376.83,8815.82,6004.72,1279.86,1695.46,2255.36,2591.36,2754.48
182,163.88,301.07781,252.63376,,,,ION=[M+H+H]2+,,,12539.90,260.81,0.00,1846.21,6658.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4223.51,0.00,0.00,0.00,6118.35,6757.31,12539.90,6740.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3707.63,0.00,0.00,0.00,0.00,0.00,2525.97,4487.78,2749.48,2892.89,4991.58,6169.79,9311.08,3224.51,0.00,0.00,3049.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3071.67,3031.01,2065.11,0.00,5806.76,4658.24,8933.18,4649.41,0.00,0.00,0.00,0.00,0.00
183,164.19,530.27004,217.84335,,,,ION=[M+H]+,,,10237.80,4142.08,0.00,5956.24,2912.84,4606.55,3845.48,4025.50,3581.50,3816.54,5084.35,5564.90,0.00,0.00,0.00,0.00,3745.38,3729.39,6109.50,9551.20,4013.88,2907.53,3268.99,2736.20,4312.60,3653.00,3626.37,4029.73,4821.97,4482.30,4032.49,4031.20,3378.97,4154.80,4157.37,4398.42,0.00,0.00,0.00,0.00,3827.55,4844.44,6012.90,9508.67,4204.75,2454.12,2543.48,2016.96,2915.78,3931.24,3870.18,4746.31,3787.28,4309.56,4119.52,3871.95,4162.00,4285.97,3910.07,4916.46,0.00,0.00,0.00,0.00,3986.78,4659.33,5261.93,10237.80,4714.89,2458.35,3372.48,2466.23,3501.34,3458.97,3196.81,4128.81,4034.67,4302.38
184,166.27,768.16163,255.51028,,,,ION=[M+H]+,,,18498.52,0.00,14399.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14176.65,15374.38,9453.48,16702.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13752.64,15851.58,11206.82,18498.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12734.97,16556.45,12624.28,15865.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,167.07,357.20155,189.27368,4.545,"E-64","C15H27N5O5",ION=[M+H]+,"C01341","66701-25-5",387590.66,170057.13,319359.05,176924.66,191091.99,149789.16,165573.36,177617.77,194313.58,151984.24,172218.57,184798.86,387590.66,338003.81,336612.29,363684.51,165880.98,178052.82,222358.97,192415.91,164808.95,216212.64,228977.46,238197.20,237233.04,179211.17,152405.20,165702.33,173817.64,158586.22,179799.91,177696.57,159821.68,180911.04,165381.61,172695.20,305062.34,324417.16,312848.91,324042.72,154853.38,177318.13,197923.43,155609.04,168617.86,163560.10,164955.50,177542.59,149028.02,168377.63,173458.89,177788.09,159639.16,185098.03,175266.58,185438.70,178585.74,171241.04,157682.20,173197.62,263550.96,317147.25,304337.87,255010.09,148135.31,174559.48,179020.19,176968.24,166209.38,157132.38,173033.53,196207.11,191024.34,138193.78,170187.58,165199.58,181932.14,168866.65
186,167.50,294.12176,167.48898,12.950,"Glu Phe","C14H18N2O5",ION=[M+H]+,,,10061.32,2786.33,0.00,3392.54,8065.31,0.00,2557.39,2292.29,0.00,2979.91,2698.61,3984.62,0.00,0.00,0.00,0.00,3065.77,3021.56,2804.52,4248.77,2458.61,8199.07,7508.71,8470.10,10061.32,3647.40,0.00,4421.82,2588.74,3494.28,3808.24,3017.94,3246.35,2545.52,2677.97,2547.75,0.00,0.00,0.00,0.00,2386.77,3330.29,3164.22,4270.17,3614.73,7666.17,7231.01,8347.83,7478.75,2644.64,4126.02,2944.06,3353.59,2985.65,4192.82,2979.90,2467.72,2935.21,3145.25,2378.85,0.00,0.00,0.00,0.00,3001.49,3648.80,4026.65,3741.43,2736.34,8026.10,7640.87,9087.09,7066.72,3284.18,3362.10,1955.95,2510.66,2509.01
187,171.38,294.15779,178.03847,12.655,"Tyr Leu","C15H22N2O4",ION=[M+H]+,,,10133.96,6716.92,0.00,8248.33,6448.68,4420.49,6194.29,6303.90,6453.93,5739.68,6177.21,5584.50,0.00,0.00,0.00,0.00,4925.22,7932.13,10133.96,9854.11,5994.49,6186.08,6939.59,6438.61,7174.92,6378.49,5327.97,6765.60,6069.49,7951.00,8363.43,8589.87,6940.01,7542.29,6338.73,7424.13,0.00,0.00,0.00,0.00,8104.11,8672.81,7989.55,9525.17,8468.21,6492.48,7252.18,6393.94,5577.53,6468.95,8959.71,6059.86,7389.39,7686.37,8184.42,8922.51,6461.75,6546.43,6043.61,6549.94,0.00,0.00,0.00,0.00,7499.75,7246.85,9230.68,7865.68,6885.54,5451.08,6130.76,6151.33,7195.63,5199.50,5926.05,6472.76,6193.55,5548.19
188,171.93,652.31753,241.91844,,,,ION=[M+H]+,,,22398.16,17928.14,0.00,11386.23,16047.66,17853.30,16155.07,17970.82,18280.67,16550.13,19340.54,18340.02,0.00,0.00,0.00,0.00,7845.57,10719.21,11287.35,14401.66,16237.83,15823.70,19047.34,15584.67,21161.86,18423.91,17028.13,18068.51,19114.94,18164.04,19623.26,18923.77,17337.97,16014.97,17101.58,16440.64,0.00,0.00,0.00,0.00,7672.59,13015.76,11903.70,12329.77,22398.16,11892.27,13561.94,14301.02,16032.50,19353.14,18082.08,19597.31,21173.24,17202.24,16874.88,15880.77,16711.68,20815.63,16424.24,18089.75,0.00,0.00,0.00,0.00,8339.73,11155.24,14032.08,13932.11,17272.21,13939.18,15095.39,16314.63,19817.41,13514.32,16483.92,18652.45,19257.62,18587.40
189,171.97,191.05811,140.41623,7.349,"5-Hydroxyindoleacetic acid","C10H9NO3",ION=[M+H]+,"C05635","54-16-0",5458.11,0.00,0.00,4123.85,720.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4116.77,4309.93,0.00,5259.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4670.54,4115.13,5458.11,4238.33,0.00,0.00,0.00,3845.62,1907.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3426.39,4984.99,4599.83,4306.48,0.00,0.00,0.00,2887.27,0.00,0.00,0.00,0.00,0.00,0.00
190,172.63,245.16252,159.3034,10.992,"2-Methylbutyroylcarnitine","C12H23NO4",ION=[M+H]+,,,19674.91,17324.32,0.00,2558.91,9930.62,18241.14,16769.35,18646.35,18931.11,17143.70,16091.51,15172.13,0.00,0.00,0.00,0.00,3100.68,2242.22,2563.72,2910.87,15856.72,10173.25,11071.26,11269.49,12329.13,18194.45,14085.68,17862.42,19530.16,16963.95,17099.30,18510.78,15647.21,17759.88,15954.20,18114.11,0.00,0.00,0.00,0.00,1780.80,1593.93,1699.69,1691.64,19674.91,9611.75,8905.01,8175.84,8584.20,17352.21,17106.82,19296.65,19330.83,18619.03,17534.23,15716.51,17352.06,16358.51,15235.81,15843.61,0.00,0.00,0.00,0.00,2910.29,3421.95,3424.91,3366.26,18002.30,11191.90,7787.83,9713.74,10354.04,15211.62,19458.31,16674.65,16496.86,19160.93
191,172.67,785.15644,246.8188,8.957,"Flavin adenine dinucleotide (FAD)","C27H33N9O15P2",ION=[M+H]+,"C00016","146-14-5",8614.79,5995.68,0.00,6411.20,4708.31,6009.63,5880.76,5380.10,5581.80,7166.61,5240.86,5635.46,0.00,0.00,0.00,0.00,4347.98,4588.12,7259.07,7650.57,6001.34,4288.63,4996.19,5041.23,4901.16,5974.03,6184.44,5525.94,6853.63,7033.00,7425.92,6032.34,3463.35,5024.16,5988.00,5190.55,0.00,0.00,0.00,0.00,4783.47,5784.22,8614.79,6880.51,5046.10,3607.90,3951.01,3673.69,3957.80,6998.33,6558.19,7123.43,6407.23,7865.48,5151.53,6355.43,5043.84,5574.90,5977.71,6555.20,0.00,0.00,0.00,0.00,6181.69,6614.16,5971.30,8258.48,7905.54,4359.06,6645.21,5637.85,5439.99,4502.49,4799.95,6718.18,6312.61,5352.22
192,172.86,149.12063,131.20955,NA,"2-Isopropyl-N-methylaniline","C10H15N",ION=[M+H]+,,"7117-18-2",2413.12,971.08,1548.12,918.64,1415.16,1651.54,1398.04,1318.74,1624.25,1434.28,0.00,1358.36,1853.87,1387.24,1520.94,2413.12,1751.76,1376.99,1264.32,0.00,1514.09,0.00,1970.46,2304.89,0.00,0.00,1214.06,0.00,1737.15,1612.51,0.00,1081.19,1668.76,0.00,1427.95,0.00,1684.77,1169.72,1860.37,2018.69,1914.76,1254.55,0.00,1485.27,2061.32,1261.64,1870.16,0.00,1715.03,1640.69,1337.22,1397.85,1210.18,0.00,0.00,0.00,0.00,1336.19,1825.56,0.00,0.00,1291.82,1770.04,1606.90,1976.06,0.00,0.00,0.00,1420.43,1837.28,2115.60,1671.20,2235.70,0.00,1982.91,1247.34,1429.30,0.00
193,173.26,426.12798,194.00969,,,,ION=[M+H]+,,,42296.99,0.00,28414.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27450.04,32631.46,25101.37,42296.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21669.03,28772.14,22367.59,41175.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18275.24,29432.05,19915.89,31882.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,174.35,326.19388,174.08093,,,,ION=[M+H]+,,,3203.04,1906.22,1981.20,2082.91,2354.46,1330.34,1633.34,1909.04,2313.03,2153.81,2109.40,1556.10,1990.39,2077.67,2025.37,2591.83,1281.26,1758.77,2027.50,2275.56,2174.54,1894.87,2643.76,2682.35,2215.99,1848.34,1415.30,1556.95,2051.68,1913.86,1702.52,2168.57,2482.73,1584.00,1765.67,2568.34,1844.96,1579.50,1265.57,1593.17,2251.14,1682.58,2442.66,2031.80,1462.42,1639.92,2581.11,2237.11,2353.52,1750.91,1895.60,1715.77,2505.25,1971.01,2041.34,1864.36,2601.93,2504.29,1965.71,1104.81,1403.41,2206.00,2438.71,2757.83,2102.86,2130.06,2106.97,2903.70,1573.98,2005.00,2394.45,3203.04,2402.40,2071.49,2114.80,1509.24,1838.13,1801.39
